Dia,Máquina,Qtd_Total_Finalizada,No_Prazo,Atrasado,Extra,Total Programado,% Atendimento Programação
2026-02-28,BATIDA,1,0,0,1,0,0.0
2026-02-28,BROTECH CDF330,1,0,1,0,1,0.0
2026-02-28,DOBRADEIRA,2,1,1,0,2,50.0
2026-02-28,REBOBINADEIRA ECO,1,1,0,0,1,100.0
2026-02-28,REVISORA VRR STD 350,3,3,0,0,3,100.0
2026-02-28,REVISÃO MANUAL,3,0,3,0,3,0.0
2026-03-01,BATIDA,1,0,1,0,1,0.0
2026-03-01,CORTE E VINCO,1,0,0,1,0,0.0
2026-03-01,DOBRADEIRA,2,0,1,1,1,0.0
2026-03-01,EMBALAGEM FINAL,3,0,0,3,0,0.0
2026-03-01,GUILHOTINA,1,0,0,1,0,0.0
2026-03-01,REBOBINADEIRA ECO,1,0,0,1,0,0.0
2026-03-01,REVISÃO MANUAL,1,0,0,1,0,0.0
2026-03-02,BATIDA,11,11,0,0,11,100.0
2026-03-02,BROTECH CDF330,6,5,0,1,5,100.0
2026-03-02,DOBRADEIRA,3,0,3,0,3,0.0
2026-03-02,DURST,12,11,1,0,12,91.67
2026-03-02,EMBALAGEM FINAL,20,0,0,20,0,0.0
2026-03-02,ETIRAMA FIT,1,0,1,0,1,0.0
2026-03-02,ETIRAMA ONE,4,0,4,0,4,0.0
2026-03-02,ETIRAMA WINE,1,0,1,0,1,0.0
2026-03-02,FECHAMENTO DE KIT,1,0,0,1,0,0.0
2026-03-02,GUILHOTINA,3,0,1,2,1,0.0
2026-03-02,MESA DE REVISÃO 1,1,0,1,0,1,0.0
2026-03-02,OFFSET - SPEEDMASTER,3,3,0,0,3,100.0
2026-03-02,PLOTTER VD330,4,4,0,0,4,100.0
2026-03-02,REBOBINADEIRA ECO,8,4,0,4,4,100.0
2026-03-02,REVISORA VRR STD 350,8,5,3,0,8,62.5
2026-03-02,REVISÃO GERAL,1,0,0,1,0,0.0
2026-03-02,REVISÃO MANUAL,3,0,3,0,3,0.0
2026-03-02,TERCEIROS,1,0,1,0,1,0.0
2026-03-02,TROQUELADORA,3,1,0,2,1,100.0
2026-03-03,BATIDA,3,3,0,0,3,100.0
2026-03-03,BROTECH CDF330,15,11,3,1,14,78.57
2026-03-03,DOBRADEIRA,1,1,0,0,1,100.0
2026-03-03,DURST,21,17,4,0,21,80.95
2026-03-03,EMBALAGEM FINAL,28,1,1,26,2,50.0
2026-03-03,ETIRAMA ONE,4,2,2,0,4,50.0
2026-03-03,ETIRAMA WINE,2,2,0,0,2,100.0
2026-03-03,GUILHOTINA,5,0,2,3,2,0.0
2026-03-03,MESA DE REVISÃO 1,2,0,0,2,0,0.0
2026-03-03,OFFSET - SPEEDMASTER,2,2,0,0,2,100.0
2026-03-03,PLOTTER VD330,2,1,1,0,2,50.0
2026-03-03,REBOBINADEIRA ECO,16,2,12,2,14,14.29
2026-03-03,REVISORA VRR STD 350,11,7,4,0,11,63.64
2026-03-03,REVISÃO GERAL,1,0,1,0,1,0.0
2026-03-03,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-03-03,TROQUELADORA,10,4,2,4,6,66.67
2026-03-04,BATIDA,5,4,1,0,5,80.0
2026-03-04,BROTECH CDF330,10,9,0,1,9,100.0
2026-03-04,DURST,29,29,0,0,29,100.0
2026-03-04,EMBALAGEM FINAL,26,13,7,6,20,65.0
2026-03-04,ETIRAMA ONE,2,2,0,0,2,100.0
2026-03-04,ETIRAMA WINE,2,2,0,0,2,100.0
2026-03-04,GUILHOTINA,6,0,2,4,2,0.0
2026-03-04,OFFSET - SPEEDMASTER,5,4,1,0,5,80.0
2026-03-04,PLOTTER VD330,3,3,0,0,3,100.0
2026-03-04,REBOBINADEIRA ECO,8,6,1,1,7,85.71
2026-03-04,REVISORA VRR STD 350,5,5,0,0,5,100.0
2026-03-04,TROQUELADORA,1,1,0,0,1,100.0
2026-03-05,BATIDA,4,3,1,0,4,75.0
2026-03-05,BROTECH CDF330,4,1,0,3,1,100.0
2026-03-05,DURST,3,2,0,1,2,100.0
2026-03-05,EMBALAGEM FINAL,13,5,6,2,11,45.45
2026-03-05,ETIRAMA ONE,5,3,1,1,4,75.0
2026-03-05,ETIRAMA WINE,1,0,0,1,0,0.0
2026-03-05,GUILHOTINA,7,2,2,3,4,50.0
2026-03-05,MESA DE REVISÃO 1,1,0,0,1,0,0.0
2026-03-05,OFFSET - SPEEDMASTER,2,2,0,0,2,100.0
2026-03-05,PLOTTER VD330,4,0,4,0,4,0.0
2026-03-05,REBOBINADEIRA ECO,9,6,2,1,8,75.0
2026-03-05,REVISORA VRR STD 350,9,5,4,0,9,55.56
2026-03-06,BATIDA,5,5,0,0,5,100.0
2026-03-06,BROTECH CDF330,31,29,2,0,31,93.55
2026-03-06,CORTE E VINCO,6,0,6,0,6,0.0
2026-03-06,DURST,3,3,0,0,3,100.0
2026-03-06,EMBALAGEM FINAL,17,4,8,5,12,33.33
2026-03-06,ETIRAMA ONE,3,0,1,2,1,0.0
2026-03-06,GRAMPEADEIRA,1,0,1,0,1,0.0
2026-03-06,GUILHOTINA,4,0,3,1,3,0.0
2026-03-06,MESA DE REVISÃO 1,2,0,0,2,0,0.0
2026-03-06,OFFSET - SPEEDMASTER,2,2,0,0,2,100.0
2026-03-06,PLOTTER VD330,4,2,2,0,4,50.0
2026-03-06,REBOBINADEIRA ECO,6,0,0,6,0,0.0
2026-03-06,REVISORA VRR STD 350,12,0,0,12,0,0.0
2026-03-06,REVISÃO GERAL,1,0,0,1,0,0.0
2026-03-06,REVISÃO MANUAL,3,0,3,0,3,0.0
2026-03-07,BROTECH CDF330,1,0,0,1,0,0.0
2026-03-07,DURST,1,0,0,1,0,0.0
2026-03-07,EMBALAGEM FINAL,1,0,0,1,0,0.0
2026-03-07,ETIRAMA ONE,2,0,0,2,0,0.0
2026-03-07,GUILHOTINA,1,0,0,1,0,0.0
2026-03-07,OFFSET - SPEEDMASTER,1,0,0,1,0,0.0
2026-03-07,REBOBINADEIRA ECO,1,0,0,1,0,0.0
2026-03-07,REVISÃO GERAL,4,0,0,4,0,0.0
2026-03-08,GUILHOTINA,2,0,1,1,1,0.0
2026-03-09,BATIDA,1,1,0,0,1,100.0
2026-03-09,BROTECH CDF330,5,5,0,0,5,100.0
2026-03-09,DURST,5,5,0,0,5,100.0
2026-03-09,EMBALAGEM FINAL,34,0,17,17,17,0.0
2026-03-09,ETIRAMA ONE,1,1,0,0,1,100.0
2026-03-09,GUILHOTINA,1,0,0,1,0,0.0
2026-03-09,MESA DE REVISÃO 1,3,0,2,1,2,0.0
2026-03-09,PLOTTER VD330,2,2,0,0,2,100.0
2026-03-09,REBOBINADEIRA ECO,5,1,0,4,1,100.0
2026-03-09,REVISORA VRR STD 350,12,0,12,0,12,0.0
2026-03-09,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-03-09,TERCEIROS,1,0,1,0,1,0.0
2026-03-09,ZEBRA - TÉRMICA,1,0,0,1,0,0.0
2026-03-10,BATIDA,4,2,2,0,4,50.0
2026-03-10,BROTECH CDF330,8,5,3,0,8,62.5
2026-03-10,CORTE E VINCO,1,0,1,0,1,0.0
2026-03-10,DOBRADEIRA,2,1,1,0,2,50.0
2026-03-10,DURST,14,0,14,0,14,0.0
2026-03-10,EMBALAGEM FINAL,15,2,10,3,12,16.67
2026-03-10,ETIRAMA FIT,1,0,1,0,1,0.0
2026-03-10,ETIRAMA ONE,2,2,0,0,2,100.0
2026-03-10,GUILHOTINA,2,0,0,2,0,0.0
2026-03-10,MESA DE REVISÃO 1,1,0,1,0,1,0.0
2026-03-10,OFFSET - SPEEDMASTER,2,2,0,0,2,100.0
2026-03-10,PLOTTER VD330,4,0,4,0,4,0.0
2026-03-10,REBOBINADEIRA ECO,8,2,5,1,7,28.57
2026-03-10,REVISORA VRR STD 350,4,2,2,0,4,50.0
2026-03-10,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-03-10,TROQUELADORA,4,2,0,2,2,100.0
2026-03-11,BATIDA,4,2,0,2,2,100.0
2026-03-11,BROTECH CDF330,7,7,0,0,7,100.0
2026-03-11,DOBRADEIRA,3,0,1,2,1,0.0
2026-03-11,DURST,8,6,0,2,6,100.0
2026-03-11,EMBALAGEM FINAL,12,2,9,1,11,18.18
2026-03-11,FECHAMENTO DE KIT,2,0,0,2,0,0.0
2026-03-11,GUILHOTINA,4,0,3,1,3,0.0
2026-03-11,MESA DE REVISÃO 1,1,0,0,1,0,0.0
2026-03-11,PLOTTER VD330,16,15,0,1,15,100.0
2026-03-11,REBOBINADEIRA ECO,6,3,3,0,6,50.0
2026-03-11,REVISORA VRR STD 350,10,7,3,0,10,70.0
2026-03-11,REVISÃO GERAL,1,0,0,1,0,0.0
2026-03-11,REVISÃO MANUAL,3,0,2,1,2,0.0
2026-03-11,TROQUELADORA,2,2,0,0,2,100.0
2026-03-12,BATIDA,4,4,0,0,4,100.0
2026-03-12,BROTECH CDF330,11,5,1,5,6,83.33
2026-03-12,DURST,18,9,7,2,16,56.25
2026-03-12,EMBALAGEM FINAL,42,11,19,12,30,36.67
2026-03-12,ETIRAMA ONE,3,3,0,0,3,100.0
2026-03-12,GUILHOTINA,2,0,0,2,0,0.0
2026-03-12,OFFSET - SPEEDMASTER,2,1,1,0,2,50.0
2026-03-12,PLOTTER VD330,9,7,0,2,7,100.0
2026-03-12,REBOBINADEIRA ECO,10,0,7,3,7,0.0
2026-03-12,REVISORA VRR STD 350,13,4,3,6,7,57.14
2026-03-12,REVISÃO GERAL,10,5,0,5,5,100.0
2026-03-12,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-03-12,TROQUELADORA,2,1,1,0,2,50.0
2026-03-13,BATIDA,6,6,0,0,6,100.0
2026-03-13,BROTECH CDF330,4,4,0,0,4,100.0
2026-03-13,DOBRADEIRA,1,0,0,1,0,0.0
2026-03-13,DURST,20,20,0,0,20,100.0
2026-03-13,EMBALAGEM FINAL,20,6,9,5,15,40.0
2026-03-13,ETIRAMA ONE,3,3,0,0,3,100.0
2026-03-13,GUILHOTINA,6,1,1,4,2,50.0
2026-03-13,OFFSET - SPEEDMASTER,2,2,0,0,2,100.0
2026-03-13,PLOTTER VD330,2,1,1,0,2,50.0
2026-03-13,REBOBINADEIRA ECO,6,5,1,0,6,83.33
2026-03-13,REVISORA VRR STD 350,6,2,2,2,4,50.0
2026-03-13,REVISÃO GERAL,3,2,1,0,3,66.67
2026-03-13,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-03-13,TROQUELADORA,1,1,0,0,1,100.0
2026-03-14,OFFSET - SPEEDMASTER,1,1,0,0,1,100.0
2026-03-14,REBOBINADEIRA ECO,2,0,0,2,0,0.0
2026-03-15,DOBRADEIRA,1,0,0,1,0,0.0
2026-03-16,BATIDA,4,4,0,0,4,100.0
2026-03-16,BROTECH CDF330,4,4,0,0,4,100.0
2026-03-16,DOBRADEIRA,1,1,0,0,1,100.0
2026-03-16,DURST,13,13,0,0,13,100.0
2026-03-16,EMBALAGEM FINAL,12,0,5,7,5,0.0
2026-03-16,ETIRAMA ONE,3,3,0,0,3,100.0
2026-03-16,GUILHOTINA,4,0,3,1,3,0.0
2026-03-16,MESA DE REVISÃO 1,1,0,0,1,0,0.0
2026-03-16,OFFSET - SPEEDMASTER,1,0,1,0,1,0.0
2026-03-16,PLOTTER VD330,1,1,0,0,1,100.0
2026-03-16,REBOBINADEIRA ECO,8,2,0,6,2,100.0
2026-03-16,REVISORA VRR STD 350,4,1,0,3,1,100.0
2026-03-16,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-03-16,TROQUELADORA,4,4,0,0,4,100.0
2026-03-17,BATIDA,4,4,0,0,4,100.0
2026-03-17,BROTECH CDF330,27,25,0,2,25,100.0
2026-03-17,DOBRADEIRA,1,0,1,0,1,0.0
2026-03-17,DURST,12,10,0,2,10,100.0
2026-03-17,EMBALAGEM FINAL,12,0,0,12,0,0.0
2026-03-17,ETIRAMA FIT,2,2,0,0,2,100.0
2026-03-17,ETIRAMA ONE,2,2,0,0,2,100.0
2026-03-17,FECHAMENTO DE KIT,3,0,1,2,1,0.0
2026-03-17,GUILHOTINA,3,0,1,2,1,0.0
2026-03-17,MESA DE REVISÃO 1,2,0,1,1,1,0.0
2026-03-17,OFFSET - SPEEDMASTER,2,1,1,0,2,50.0
2026-03-17,REBOBINADEIRA ECO,15,12,0,3,12,100.0
2026-03-17,REVISORA VRR STD 350,3,1,2,0,3,33.33
2026-03-17,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-03-17,TERCEIROS,2,0,1,1,1,0.0
2026-03-17,TROQUELADORA,3,2,1,0,3,66.67
2026-03-18,BATIDA,5,5,0,0,5,100.0
2026-03-18,BROTECH CDF330,17,17,0,0,17,100.0
2026-03-18,DOBRADEIRA,1,0,1,0,1,0.0
2026-03-18,DURST,12,5,5,2,10,50.0
2026-03-18,EMBALAGEM FINAL,32,11,1,20,12,91.67
2026-03-18,ETIRAMA FIT,2,2,0,0,2,100.0
2026-03-18,ETIRAMA ONE,5,5,0,0,5,100.0
2026-03-18,GUILHOTINA,7,3,2,2,5,60.0
2026-03-18,MESA DE REVISÃO 1,1,0,0,1,0,0.0
2026-03-18,OFFSET - SPEEDMASTER,3,3,0,0,3,100.0
2026-03-18,PLOTTER VD330,2,0,0,2,0,0.0
2026-03-18,REBOBINADEIRA ECO,9,4,0,5,4,100.0
2026-03-18,REVISORA VRR STD 350,9,8,1,0,9,88.89
2026-03-18,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-03-18,TROQUELADORA,14,14,0,0,14,100.0
2026-03-18,ZEBRA - TÉRMICA,1,0,0,1,0,0.0
2026-03-19,BATIDA,3,3,0,0,3,100.0
2026-03-19,BROTECH CDF330,7,4,0,3,4,100.0
2026-03-19,DOBRADEIRA,3,2,1,0,3,66.67
2026-03-19,DURST,7,5,2,0,7,71.43
2026-03-19,EMBALAGEM FINAL,26,4,20,2,24,16.67
2026-03-19,ETIRAMA FIT,1,0,1,0,1,0.0
2026-03-19,ETIRAMA ONE,2,0,2,0,2,0.0
2026-03-19,GUILHOTINA,1,0,0,1,0,0.0
2026-03-19,MESA DE REVISÃO 1,3,0,0,3,0,0.0
2026-03-19,PLOTTER VD330,4,4,0,0,4,100.0
2026-03-19,REBOBINADEIRA ECO,4,1,3,0,4,25.0
2026-03-19,REVISORA VRR STD 350,8,2,6,0,8,25.0
2026-03-19,REVISÃO GERAL,2,1,0,1,1,100.0
2026-03-19,REVISÃO MANUAL,5,0,5,0,5,0.0
2026-03-19,TERCEIROS,1,0,0,1,0,0.0
2026-03-19,TROQUELADORA,3,0,3,0,3,0.0
2026-03-20,BATIDA,6,6,0,0,6,100.0
2026-03-20,BROTECH CDF330,6,6,0,0,6,100.0
2026-03-20,DOBRADEIRA,1,1,0,0,1,100.0
2026-03-20,DURST,10,6,4,0,10,60.0
2026-03-20,EMBALAGEM FINAL,13,3,7,3,10,30.0
2026-03-20,ETIRAMA FIT,5,2,1,2,3,66.67
2026-03-20,ETIRAMA ONE,6,5,0,1,5,100.0
2026-03-20,GUILHOTINA,1,1,0,0,1,100.0
2026-03-20,PLOTTER VD330,7,5,1,1,6,83.33
2026-03-20,REBOBINADEIRA ECO,8,6,1,1,7,85.71
2026-03-20,REVISORA VRR STD 350,14,2,8,4,10,20.0
2026-03-20,REVISÃO GERAL,1,1,0,0,1,100.0
2026-03-20,TROQUELADORA,1,0,0,1,0,0.0
2026-03-23,BATIDA,8,7,0,1,7,100.0
2026-03-23,BROTECH CDF330,9,9,0,0,9,100.0
2026-03-23,DOBRADEIRA,1,0,1,0,1,0.0
2026-03-23,DURST,13,9,4,0,13,69.23
2026-03-23,EMBALAGEM FINAL,19,9,4,6,13,69.23
2026-03-23,ETIRAMA ONE,5,5,0,0,5,100.0
2026-03-23,ETIRAMA WINE,2,0,0,2,0,0.0
2026-03-23,GUILHOTINA,7,0,1,6,1,0.0
2026-03-23,MESA DE REVISÃO 1,2,0,1,1,1,0.0
2026-03-23,OFFSET - SPEEDMASTER,5,5,0,0,5,100.0
2026-03-23,PLOTTER VD330,1,0,0,1,0,0.0
2026-03-23,REBOBINADEIRA ECO,4,1,0,3,1,100.0
2026-03-23,REVISORA VRR STD 350,14,4,6,4,10,40.0
2026-03-23,REVISÃO GERAL,1,1,0,0,1,100.0
2026-03-24,BATIDA,6,5,0,1,5,100.0
2026-03-24,BROTECH CDF330,14,13,0,1,13,100.0
2026-03-24,CORTE E VINCO,1,0,1,0,1,0.0
2026-03-24,DURST,6,6,0,0,6,100.0
2026-03-24,EMBALAGEM FINAL,19,6,3,10,9,66.67
2026-03-24,ETIRAMA FIT,1,0,0,1,0,0.0
2026-03-24,ETIRAMA ONE,6,6,0,0,6,100.0
2026-03-24,ETIRAMA WINE,1,1,0,0,1,100.0
2026-03-24,FECHAMENTO DE KIT,2,0,0,2,0,0.0
2026-03-24,GUILHOTINA,5,0,3,2,3,0.0
2026-03-24,MESA DE REVISÃO 1,2,0,1,1,1,0.0
2026-03-24,OFFSET - SPEEDMASTER,2,2,0,0,2,100.0
2026-03-24,PLOTTER VD330,12,6,3,3,9,66.67
2026-03-24,REBOBINADEIRA ECO,13,6,0,7,6,100.0
2026-03-24,REVISORA VRR STD 350,15,15,0,0,15,100.0
2026-03-24,TERCEIROS,1,0,0,1,0,0.0
2026-03-24,TROQUELADORA,4,3,0,1,3,100.0
2026-03-25,BATIDA,3,2,0,1,2,100.0
2026-03-25,BROTECH CDF330,5,1,3,1,4,25.0
2026-03-25,DOBRADEIRA,1,0,0,1,0,0.0
2026-03-25,DURST,2,1,0,1,1,100.0
2026-03-25,EMBALAGEM FINAL,38,15,12,11,27,55.56
2026-03-25,ETIRAMA ONE,1,1,0,0,1,100.0
2026-03-25,ETIRAMA WINE,1,1,0,0,1,100.0
2026-03-25,GUILHOTINA,7,1,3,3,4,25.0
2026-03-25,OFFSET - SPEEDMASTER,3,2,0,1,2,100.0
2026-03-25,PLOTTER VD330,2,1,0,1,1,100.0
2026-03-25,REBOBINADEIRA ECO,9,4,1,4,5,80.0
2026-03-25,REVISORA VRR STD 350,29,17,2,10,19,89.47
2026-03-25,REVISÃO GERAL,2,0,1,1,1,0.0
2026-03-25,REVISÃO MANUAL,3,0,2,1,2,0.0
2026-03-25,TROQUELADORA,3,1,0,2,1,100.0
2026-03-26,BATIDA,3,1,1,1,2,50.0
2026-03-26,BROTECH CDF330,7,1,0,6,1,100.0
2026-03-26,DOBRADEIRA,4,4,0,0,4,100.0
2026-03-26,DURST,11,8,2,1,10,80.0
2026-03-26,EMBALAGEM FINAL,12,4,3,5,7,57.14
2026-03-26,ETIRAMA FIT,1,0,0,1,0,0.0
2026-03-26,ETIRAMA ONE,2,0,2,0,2,0.0
2026-03-26,GUILHOTINA,7,3,2,2,5,60.0
2026-03-26,MESA DE REVISÃO 1,2,2,0,0,2,100.0
2026-03-26,OFFSET - SPEEDMASTER,1,1,0,0,1,100.0
2026-03-26,REBOBINADEIRA ECO,5,3,0,2,3,100.0
2026-03-26,REVISORA VRR STD 350,8,2,4,2,6,33.33
2026-03-26,REVISÃO GERAL,1,1,0,0,1,100.0
2026-03-26,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-03-26,TROQUELADORA,6,5,0,1,5,100.0
2026-03-27,BATIDA,1,1,0,0,1,100.0
2026-03-27,BROTECH CDF330,3,1,0,2,1,100.0
2026-03-27,DOBRADEIRA,1,1,0,0,1,100.0
2026-03-27,DURST,5,5,0,0,5,100.0
2026-03-27,EMBALAGEM FINAL,10,7,2,1,9,77.78
2026-03-27,ETIRAMA FIT,3,3,0,0,3,100.0
2026-03-27,ETIRAMA ONE,6,6,0,0,6,100.0
2026-03-27,GUILHOTINA,2,0,1,1,1,0.0
2026-03-27,MESA DE REVISÃO 1,2,0,0,2,0,0.0
2026-03-27,OFFSET - SPEEDMASTER,2,1,0,1,1,100.0
2026-03-27,PLOTTER VD330,6,6,0,0,6,100.0
2026-03-27,REBOBINADEIRA ECO,3,3,0,0,3,100.0
2026-03-27,REVISORA VRR STD 350,3,1,2,0,3,33.33
2026-03-27,REVISÃO GERAL,2,1,0,1,1,100.0
2026-03-27,TROQUELADORA,1,1,0,0,1,100.0
2026-03-28,BROTECH CDF330,4,2,0,2,2,100.0
2026-03-28,DOBRADEIRA,2,2,0,0,2,100.0
2026-03-28,DURST,16,16,0,0,16,100.0
2026-03-28,PLOTTER VD330,7,7,0,0,7,100.0
2026-03-28,REVISÃO MANUAL,2,0,2,0,2,0.0
2026-03-30,BATIDA,5,1,2,2,3,33.33
2026-03-30,BROTECH CDF330,14,5,0,9,5,100.0
2026-03-30,DOBRADEIRA,1,1,0,0,1,100.0
2026-03-30,DURST,29,16,12,1,28,57.14
2026-03-30,EMBALAGEM FINAL,10,0,9,1,9,0.0
2026-03-30,ETIRAMA FIT,3,2,1,0,3,66.67
2026-03-30,ETIRAMA ONE,1,1,0,0,1,100.0
2026-03-30,GUILHOTINA,3,0,2,1,2,0.0
2026-03-30,MESA DE REVISÃO 1,2,0,0,2,0,0.0
2026-03-30,OFFSET - SPEEDMASTER,1,1,0,0,1,100.0
2026-03-30,PLOTTER VD330,6,5,1,0,6,83.33
2026-03-30,REBOBINADEIRA ECO,4,2,1,1,3,66.67
2026-03-30,REVISORA VRR STD 350,16,12,0,4,12,100.0
2026-03-30,REVISÃO GERAL,4,2,0,2,2,100.0
2026-03-30,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-03-31,BATIDA,8,5,1,2,6,83.33
2026-03-31,BROTECH CDF330,17,16,1,0,17,94.12
2026-03-31,DOBRADEIRA,1,1,0,0,1,100.0
2026-03-31,DURST,8,7,0,1,7,100.0
2026-03-31,EMBALAGEM FINAL,13,3,8,2,11,27.27
2026-03-31,ETIRAMA FIT,3,3,0,0,3,100.0
2026-03-31,ETIRAMA ONE,4,3,0,1,3,100.0
2026-03-31,ETIRAMA WINE,1,0,1,0,1,0.0
2026-03-31,GUILHOTINA,6,0,1,5,1,0.0
2026-03-31,OFFSET - SPEEDMASTER,3,3,0,0,3,100.0
2026-03-31,REBOBINADEIRA ECO,5,3,0,2,3,100.0
2026-03-31,REVISORA VRR STD 350,9,5,2,2,7,71.43
2026-03-31,REVISÃO GERAL,2,0,0,2,0,0.0
2026-03-31,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-03-31,TROQUELADORA,1,0,0,1,0,0.0
2026-04-01,BATIDA,7,5,1,1,6,83.33
2026-04-01,BROTECH CDF330,17,13,2,2,15,86.67
2026-04-01,DOBRADEIRA,5,4,0,1,4,100.0
2026-04-01,DURST,17,17,0,0,17,100.0
2026-04-01,EMBALAGEM FINAL,25,14,10,1,24,58.33
2026-04-01,ETIRAMA FIT,1,1,0,0,1,100.0
2026-04-01,ETIRAMA ONE,5,1,4,0,5,20.0
2026-04-01,ETIRAMA WINE,3,3,0,0,3,100.0
2026-04-01,GUILHOTINA,4,0,1,3,1,0.0
2026-04-01,MESA DE REVISÃO 1,1,0,0,1,0,0.0
2026-04-01,OFFSET - SPEEDMASTER,3,3,0,0,3,100.0
2026-04-01,PLOTTER VD330,1,0,0,1,0,0.0
2026-04-01,REBOBINADEIRA ECO,12,7,4,1,11,63.64
2026-04-01,REVISORA VRR STD 350,5,5,0,0,5,100.0
2026-04-01,REVISÃO MANUAL,3,0,2,1,2,0.0
2026-04-01,TROQUELADORA,13,13,0,0,13,100.0
2026-04-02,BATIDA,6,6,0,0,6,100.0
2026-04-02,BROTECH CDF330,5,3,0,2,3,100.0
2026-04-02,DURST,18,10,5,3,15,66.67
2026-04-02,EMBALAGEM FINAL,26,6,18,2,24,25.0
2026-04-02,ETIRAMA FIT,2,2,0,0,2,100.0
2026-04-02,ETIRAMA ONE,3,3,0,0,3,100.0
2026-04-02,ETIRAMA WINE,3,1,2,0,3,33.33
2026-04-02,GUILHOTINA,5,1,3,1,4,25.0
2026-04-02,OFFSET - SPEEDMASTER,1,1,0,0,1,100.0
2026-04-02,PLOTTER VD330,2,0,0,2,0,0.0
2026-04-02,REBOBINADEIRA ECO,3,3,0,0,3,100.0
2026-04-02,REVISORA VRR STD 350,13,4,7,2,11,36.36
2026-04-06,BATIDA,10,4,0,6,4,100.0
2026-04-06,BROTECH CDF330,10,7,1,2,8,87.5
2026-04-06,DOBRADEIRA,1,1,0,0,1,100.0
2026-04-06,DURST,25,20,4,1,24,83.33
2026-04-06,EMBALAGEM FINAL,19,3,10,6,13,23.08
2026-04-06,ETIRAMA FIT,1,1,0,0,1,100.0
2026-04-06,ETIRAMA ONE,8,8,0,0,8,100.0
2026-04-06,ETIRAMA WINE,2,2,0,0,2,100.0
2026-04-06,GUILHOTINA,5,0,2,3,2,0.0
2026-04-06,OFFSET - SPEEDMASTER,3,3,0,0,3,100.0
2026-04-06,PLOTTER VD330,5,3,0,2,3,100.0
2026-04-06,REBOBINADEIRA ECO,1,0,0,1,0,0.0
2026-04-06,REVISORA VRR STD 350,9,7,0,2,7,100.0
2026-04-06,REVISÃO GERAL,3,1,0,2,1,100.0
2026-04-06,REVISÃO MANUAL,1,0,1,0,1,0.0
2026-04-06,TROQUELADORA,5,5,0,0,5,100.0
2026-04-07,BATIDA,1,0,0,1,0,0.0
2026-04-07,BROTECH CDF330,19,18,1,0,19,94.74
2026-04-07,DOBRADEIRA,2,2,0,0,2,100.0
2026-04-07,DURST,20,19,0,1,19,100.0
2026-04-07,EMBALAGEM FINAL,18,3,13,2,16,18.75
2026-04-07,ETIRAMA FIT,3,3,0,0,3,100.0
2026-04-07,ETIRAMA ONE,3,3,0,0,3,100.0
2026-04-07,GUILHOTINA,5,2,1,2,3,66.67
2026-04-07,OFFSET - SPEEDMASTER,2,2,0,0,2,100.0
2026-04-07,PLOTTER VD330,2,0,0,2,0,0.0
2026-04-07,REBOBINADEIRA ECO,1,0,0,1,0,0.0
2026-04-07,REVISORA VRR STD 350,13,0,4,9,4,0.0
2026-04-07,REVISÃO GERAL,3,0,2,1,2,0.0
2026-04-07,REVISÃO MANUAL,3,1,2,0,3,33.33
2026-04-07,TROQUELADORA,9,7,2,0,9,77.78
2026-04-08,BATIDA,8,6,0,2,6,100.0
2026-04-08,DOBRADEIRA,1,0,1,0,1,0.0
2026-04-08,EMBALAGEM FINAL,33,17,9,7,26,65.38
2026-04-08,ETIRAMA FIT,1,1,0,0,1,100.0
2026-04-08,ETIRAMA ONE,4,3,1,0,4,75.0
2026-04-08,ETIRAMA WINE,2,1,1,0,2,50.0
2026-04-08,FECHAMENTO DE KIT,1,0,0,1,0,0.0
2026-04-08,GUILHOTINA,4,0,2,2,2,0.0
2026-04-08,MESA DE REVISÃO 1,3,0,2,1,2,0.0
2026-04-08,OFFSET - SPEEDMASTER,1,0,0,1,0,0.0
2026-04-08,PLOTTER VD330,22,22,0,0,22,100.0
2026-04-08,REBOBINADEIRA ECO,19,17,0,2,17,100.0
2026-04-08,REVISORA VRR STD 350,21,14,7,0,21,66.67
2026-04-08,TROQUELADORA,1,1,0,0,1,100.0
2026-04-09,BATIDA,5,5,0,0,5,100.0
2026-04-09,BROTECH CDF330,1,1,0,0,1,100.0
2026-04-09,DOBRADEIRA,1,0,1,0,1,0.0
2026-04-09,DURST,21,8,11,2,19,42.11
2026-04-09,EMBALAGEM FINAL,26,6,13,7,19,31.58
2026-04-09,ETIRAMA ONE,3,3,0,0,3,100.0
2026-04-09,FECHAMENTO DE KIT,1,0,0,1,0,0.0
2026-04-09,GUILHOTINA,4,0,3,1,3,0.0
2026-04-09,MESA DE REVISÃO 1,3,0,1,2,1,0.0
2026-04-09,OFFSET - SPEEDMASTER,2,2,0,0,2,100.0
2026-04-09,PLOTTER VD330,9,8,1,0,9,88.89
